CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL198362	328601	CHEMBL198362	328601	RIVAROXABAN	65, BAY-597939	435.89	2.52	88.18	0	Clc1ccc(s1)C(=O)NC[C@H]2CN(C(=O)O2)c3ccc(cc3)N4CCOCC4=O	3515012	IC50	=	.7	nM	9.16	IC50	=	.7	nM		Potential transcription error	1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	675275	CHEMBL1273257	B	Inhibition of factor 10a	1	Scientific Literature				Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	8	Homologous protein			53382	CHEMBL1268866	20503967	J. Med. Chem.	2010	53	17	6243					
CHEMBL369681	293016	CHEMBL369681	293016		41	485.38	4.27	112.71	0	C\N=C(\N)/N(C)Cc1ccc(cc1)C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cn3	766357	IC50	=	.7	nM	9.15	IC50	=	.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	48627	CHEMBL659608	B	In vitro inhibitory activity against coagulation factor X.	1	Scientific Literature				Expert	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	8	Homologous protein			6647	CHEMBL1147578	15013007	Bioorg. Med. Chem. Lett.	2004	14	4	989					
CHEMBL3910588	2119959	CHEMBL3910588	2119959		3000051	473.87	3.26	119.12	0	Fc1cc(ccc1NC(=O)c2onc(CNC(=O)c3ccc(Cl)s3)n2)N4C=CC=CC4=O	16913515	IC50	=	.796	nM	9.1	IC50	=	.000000000796	M	Interpretation: Specific Binding		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640197	CHEMBL3885777	B	Biochemical assay using fluorogenic peptide substrate.Step 1: Compound transfer to plate (50 nl).Step 2: Dilute FXa in Assay Buffer.Step 3: Dilute substrate in Assay Buffer.Step 4: Add equal volumes to Assay plate (total assay volume 10 uL).Step 5: Centrifuge plate, 1 min, 1000 rpm.Step 6: Detect fluorescence signal: ex: 320 nm; Em. 405 nm (EnVision), every 10 min. 0 min pre-incubation of enzyme with compound and 15 min reaction time after substrate addition.	30	K4DD Project	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	102446	CHEMBL3885741											
CHEMBL196539	328634	CHEMBL196539	328634		328634	450.9	2.1	114.2	0	Nc1cc(ccc1N2CCOCC2=O)N3C[C@H](CNC(=O)c4ccc(Cl)s4)OC3=O	16913804	IC50	=	.803	nM	9.1	IC50	=	.000000000803	M	Interpretation: Specific Binding		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640192	CHEMBL3885772	B	Biochemical assay using fluorogenic peptide substrate.Step 1: Compound transfer to plate (50 nl).Step 2: Dilute FXa in Assay Buffer.Step 3: Dilute substrate in Assay Buffer.Step 4: Add equal volumes to Assay plate (total assay volume 10 uL).Step 5: Centrifuge plate, 1 min, 1000 rpm.Step 6: Detect fluorescence signal: ex: 320 nm; Em. 405 nm (EnVision), every 10 min. 30 min pre-incubation of enzyme with compound and 30 min reaction time after substrate addition.	30	K4DD Project	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	102446	CHEMBL3885741											
CHEMBL406940	270902	CHEMBL406940	270902		24	551.65	-.59	190.38	1	COc1ccc(cc1)S(=O)(=O)N2CCN(CC(=O)NC(CCCN=C(N)N)C(=O)c3nccs3)C(=O)C2	963560	IC50	=	.89	nM	9.05	IC50	=	.89	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	69677	CHEMBL682015	B	In vitro inhibitory activity against factor Xa	1	Scientific Literature				Expert	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	8	Homologous protein			6109	CHEMBL1136598	12639567	Bioorg. Med. Chem. Lett.	2003	13	4	723					
CHEMBL3986101	2195472	CHEMBL3986101	2195472		3000053	458.9	2.31	111.21	0	O[C@@H]1C[C@@H](N(C1)C(=O)Nc2ccc(Cl)cc2)C(=O)Nc3ccc(cc3)N4CCOCC4=O	16913776	IC50	=	.933	nM	9.03	IC50	=	.000000000933	M	Interpretation: Specific Binding		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640192	CHEMBL3885772	B	Biochemical assay using fluorogenic peptide substrate.Step 1: Compound transfer to plate (50 nl).Step 2: Dilute FXa in Assay Buffer.Step 3: Dilute substrate in Assay Buffer.Step 4: Add equal volumes to Assay plate (total assay volume 10 uL).Step 5: Centrifuge plate, 1 min, 1000 rpm.Step 6: Detect fluorescence signal: ex: 320 nm; Em. 405 nm (EnVision), every 10 min. 30 min pre-incubation of enzyme with compound and 30 min reaction time after substrate addition.	30	K4DD Project	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	102446	CHEMBL3885741											
CHEMBL475185	459848	CHEMBL475185	459848		46	462.36	4.84	98.18	0	CN(C)C(=N)c1csc(c1)C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cn3	2516626	IC50	=	1	nM	9	IC50	=	1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	499722	CHEMBL968695	B	Inhibition of Factor 10a	1	Scientific Literature				Intermediate	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	8	Homologous protein			47181	CHEMBL1138586	19297154	Bioorg. Med. Chem. Lett.	2009	19	8	2179					
CHEMBL370614	328626	CHEMBL370614	328626		328626	415.47	2.17	88.18	0	Cc1ccc(s1)C(=O)NC[C@H]2CN(C(=O)O2)c3ccc(cc3)N4CCOCC4=O	16913835	IC50	=	1.02	nM	8.99	IC50	=	.00000000102	M	Interpretation: Specific Binding		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640191	CHEMBL3885771	B	Biochemical assay using fluorogenic peptide substrate.Step 1: Compound transfer to plate (50 nl).Step 2: Dilute FXa in Assay Buffer.Step 3: Dilute substrate in Assay Buffer.Step 4: Add equal volumes to Assay plate (total assay volume 10 uL).Step 5: Centrifuge plate, 1 min, 1000 rpm.Step 6: Detect fluorescence signal: ex: 320 nm; Em. 405 nm (EnVision), every 10 min. 30 min pre-incubation of enzyme with compound and 45 min reaction time after substrate addition.	30	K4DD Project	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	102446	CHEMBL3885741											
CHEMBL3091514	1605875	CHEMBL3091514	1605875		36	604.54	1.27	128.36	1	CN1CCN(CC1)C(=O)[C@H](CNC(=O)c2ccc(Cl)s2)NS(=O)(=O)c3cccc(N4CCOCC4=O)c3Cl	13842756	IC50	=	1.1	nM	8.96	IC50	=	1.1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1277819	CHEMBL3097585	B	Inhibition of human coagulation factor 10a using S-2765 as substrate measured up to 20 mins by chromogenic assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	76193	CHEMBL3091444	24175584	J. Med. Chem.	2013	56	23	9441					
CHEMBL3955803	2165174	CHEMBL3955803	2165174		3000134	490.94	2.11	103.67	0	OC1CN(CC(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)CC1NC(=O)c4ccc(Cl)s4	16913979	IC50	=	1.25	nM	8.9	IC50	=	.00000000125	M	Interpretation: Specific Binding		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640188	CHEMBL3885768	B	Biochemical assay using fluorogenic peptide substrate.Step 1: Compound transfer to plate (50 nl).Step 2: Dilute FXa in Assay Buffer.Step 3: Dilute substrate in Assay Buffer.Step 4: Add equal volumes to Assay plate (total assay volume 10 uL).Step 5: Centrifuge plate, 1 min, 1000 rpm.Step 6: Detect fluorescence signal: ex: 320 nm; Em. 405 nm (EnVision), every 10 min. 60 min pre-incubation of enzyme with compound and 30 min reaction time after substrate addition.	30	K4DD Project	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	102446	CHEMBL3885741											
CHEMBL505455	522641	CHEMBL505455	522641		36ab	524.58	5.23	158.51	2	CC(C)CNC(=O)c1ccc(c(c1)C(=O)O)c2ccc(cc2C(=O)Nc3ccc(cc3)C(=N)N)c4occc4	2295314	IC50	=	1.3	nM	8.89	IC50	=	1.3	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	545888	CHEMBL1035204	B	Inhibition of factor 10a	1	Scientific Literature				Intermediate	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	8	Homologous protein			46966	CHEMBL1137759	19409795	Bioorg. Med. Chem.	2009	17	11	3934					
CHEMBL352119	272996	CHEMBL1184490	658440		4b (Diastereomer)	623.74	-1.83	257.12	2	COC(=O)c1ccccc1CS(=O)(=O)N[C@H](CC2CCCN(C2)C(=N)N)C(=O)NCC(=O)N[C@H]3CCCN(C3O)C(=N)N.OC(=O)C(F)(F)F	83314	IC50	=	1.37	nM	8.86	IC50	=	1.37	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	48625	CHEMBL659606	B	In vitro inhibition of human Coagulation factor X.	1	Scientific Literature				Expert	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	8	Homologous protein			4147	CHEMBL1133331	10782677	Bioorg. Med. Chem. Lett.	2000	10	8	745					
CHEMBL472599	459681	CHEMBL472599	459681		13	499.98	3.53	132.32	0	CN(C)C(=N)c1ccc(cc1)C(=O)Nc2ccc(cc2C(=O)Nc3ccc(Cl)cn3)S(=O)(=O)C	2516593	IC50	=	1.5	nM	8.82	IC50	=	1.5	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	499722	CHEMBL968695	B	Inhibition of Factor 10a	1	Scientific Literature				Intermediate	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	8	Homologous protein			47181	CHEMBL1138586	19297154	Bioorg. Med. Chem. Lett.	2009	19	8	2179					
CHEMBL48813	73198	CHEMBL48813	73198		73198	462.98	2.87	107.56	0	NC(=N)c1ccc(CN2CCN(CC2=O)S(=O)(=O)c3cc4ccc(Cl)cc4s3)cc1	16913949	IC50	=	1.51	nM	8.82	IC50	=	.00000000151	M	Interpretation: Specific Binding		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640189	CHEMBL3885769	B	Biochemical assay using fluorogenic peptide substrate.Step 1: Compound transfer to plate (50 nl).Step 2: Dilute FXa in Assay Buffer.Step 3: Dilute substrate in Assay Buffer.Step 4: Add equal volumes to Assay plate (total assay volume 10 uL).Step 5: Centrifuge plate, 1 min, 1000 rpm.Step 6: Detect fluorescence signal: ex: 320 nm; Em. 405 nm (EnVision), every 10 min. 60 min pre-incubation of enzyme with compound and 15 min reaction time after substrate addition.	30	K4DD Project	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	102446	CHEMBL3885741											
CHEMBL190142	317950	CHEMBL190142	317950		317950	497.06	5.97	63.3	1	CC(C)N1CCC(CC1)NC(=O)c2cc3cccc(C)c3n2Cc4cc(on4)c5ccc(Cl)s5	16913695	IC50	=	1.65	nM	8.78	IC50	=	.00000000165	M	Interpretation: Specific Binding		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640194	CHEMBL3885774	B	Biochemical assay using fluorogenic peptide substrate.Step 1: Compound transfer to plate (50 nl).Step 2: Dilute FXa in Assay Buffer.Step 3: Dilute substrate in Assay Buffer.Step 4: Add equal volumes to Assay plate (total assay volume 10 uL).Step 5: Centrifuge plate, 1 min, 1000 rpm.Step 6: Detect fluorescence signal: ex: 320 nm; Em. 405 nm (EnVision), every 10 min. 0 min pre-incubation of enzyme with compound and 60 min reaction time after substrate addition.	30	K4DD Project	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	102446	CHEMBL3885741											
CHEMBL1087230	629675	CHEMBL1087230	629675		5a	501.99	2.9	99.92	1	O[C@H](CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)C(=O)N3CCC(CC3)N4Cc5cccn5C4=O	3273167	IC50	=	1.7	nM	8.77	IC50	=	1.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	630625	CHEMBL1111059	B	Inhibition of human factor 10a assessed as p-nitroanilide release using S2765 as substrate by chromogenic assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	51079	CHEMBL1157901	20355714	J. Med. Chem.	2010	53	9	3517					
CHEMBL45127	67545	CHEMBL45127	67545		5b	531.55	4.24	191.5	1	NC(=N)c1cccc(Oc2ccc(cc2C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N)[N+](=O)[O-])c1	270437	IC50	=	1.9	nM	8.72	IC50	=	1.9	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	48983	CHEMBL663512	B	Tested in vitro for the inhibitory activity against Coagulation factor X	1	Scientific Literature				Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	8	Homologous protein			4884	CHEMBL1135152	12039584	Bioorg. Med. Chem. Lett.	2002	12	12	1657					
CHEMBL355573	295442	CHEMBL355573	295442		17b	477.35	6.14	97.11	1	Nc1cccc(c1)c2ccc(cc2)C(=O)Nc3ccc(Cl)cc3C(=O)Nc4ccc(Cl)cn4	99084	IC50	=	1.9	nM	8.72	IC50	=	1.9	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	49138	CHEMBL661984	B	Inhibitory concentration against coagulation factor Xa.	1	Scientific Literature				Expert	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	8	Homologous protein			6646	CHEMBL1147577	15013006	Bioorg. Med. Chem. Lett.	2004	14	4	983					
CHEMBL219106	367158	CHEMBL219106	367158		76	535.05	5.13	110.65	2	COc1ccc(NC(=O)c2ccc(cc2N3CCCCC3)C(=N)N(C)C)c(c1)C(=O)Nc4ccc(Cl)cn4	2516639	IC50	=	2	nM	8.7	IC50	=	2	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	499722	CHEMBL968695	B	Inhibition of Factor 10a	1	Scientific Literature				Intermediate	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	8	Homologous protein			47181	CHEMBL1138586	19297154	Bioorg. Med. Chem. Lett.	2009	19	8	2179					
CHEMBL514312	459319	CHEMBL514312	459319		52	498.37	4.55	107.41	0	Clc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c3ccc(cc3)C(=N)N4CCOCC4)nc1	2516632	IC50	=	2	nM	8.7	IC50	=	2	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	499722	CHEMBL968695	B	Inhibition of Factor 10a	1	Scientific Literature				Intermediate	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	8	Homologous protein			47181	CHEMBL1138586	19297154	Bioorg. Med. Chem. Lett.	2009	19	8	2179					
CHEMBL20240	25279	CHEMBL20240	25279	YM-60828	1	537.64	3.39	160.87	1	CC(=N)N1CCC(CC1)Oc2ccc(cc2)N(Cc3ccc4ccc(cc4c3)C(=N)N)S(=O)(=O)CC(=O)O	383965	IC50	=	2	nM	8.7	IC50	=	2	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	69681	CHEMBL856169	B	Inhibitory concentration to factor Xa	1	Scientific Literature				Expert	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	8	Homologous protein			6077	CHEMBL1136571	12565972	Bioorg. Med. Chem. Lett.	2003	13	3	561					
