CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL3671218	2004227	CHEMBL3671218	2004227		BDBM130539	466.97	3.61	87.9	0	CC1(N)CCN(CC1)c2ccc(cc2F)N3CC(CNC(=O)c4ccc(Cl)s4)OC3=O	17644899	IC50	=	1200	nM	5.92	IC50	=	1200	nM	262407		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528698	CHEMBL3705525	B	Enzyme Inhibition Assay: The enzymatic activity of human factor Xa (FXa) was measured using the conversion of a chromogenic substrate specific for FXa. Factor Xa cleaves p-nitroaniline from the chromogenic substrate. The determinations were carried out in microtitre plates as follows.The test substances, in various concentrations, were dissolved in DMSO and incubated at 25 C. with human FXa (0.5 nmol/l dissolved in 50 mmol/l of tris buffer [C,C,C-tris(hydroxymethyl)-aminomethane], 150 mmol/l of NaCl, 0.1% BSA (bovine serum albumin), pH=8.3) for 10 minutes. Pure DMSO was used as control. The chromogenic substrate (150 umol 11 of Pefachrome FXa from Pentapharm) was then added. After an incubation time of 20 minutes at 25 C., the extinction at 405 nm was determined.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	94505	CHEMBL3638623			2014								
CHEMBL3671219	2004228	CHEMBL3671219	2004228		BDBM130540	452.94	3.22	87.9	0	NC1CCCN(C1)c2ccc(cc2F)N3CC(CNC(=O)c4ccc(Cl)s4)OC3=O	17644900	IC50	=	44	nM	7.36	IC50	=	44	nM	262408		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528698	CHEMBL3705525	B	Enzyme Inhibition Assay: The enzymatic activity of human factor Xa (FXa) was measured using the conversion of a chromogenic substrate specific for FXa. Factor Xa cleaves p-nitroaniline from the chromogenic substrate. The determinations were carried out in microtitre plates as follows.The test substances, in various concentrations, were dissolved in DMSO and incubated at 25 C. with human FXa (0.5 nmol/l dissolved in 50 mmol/l of tris buffer [C,C,C-tris(hydroxymethyl)-aminomethane], 150 mmol/l of NaCl, 0.1% BSA (bovine serum albumin), pH=8.3) for 10 minutes. Pure DMSO was used as control. The chromogenic substrate (150 umol 11 of Pefachrome FXa from Pentapharm) was then added. After an incubation time of 20 minutes at 25 C., the extinction at 405 nm was determined.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	94505	CHEMBL3638623			2014								
CHEMBL3671220	2004229	CHEMBL3671220	2004229		BDBM130541	409.9	2.95	90.9	0	OCCCNc1ccc(cc1)N2CC(CNC(=O)c3ccc(Cl)s3)OC2=O	15823006	IC50	=	420	nM	6.38	IC50	=	420	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528698	CHEMBL3705525	B	Enzyme Inhibition Assay: The enzymatic activity of human factor Xa (FXa) was measured using the conversion of a chromogenic substrate specific for FXa. Factor Xa cleaves p-nitroaniline from the chromogenic substrate. The determinations were carried out in microtitre plates as follows.The test substances, in various concentrations, were dissolved in DMSO and incubated at 25 C. with human FXa (0.5 nmol/l dissolved in 50 mmol/l of tris buffer [C,C,C-tris(hydroxymethyl)-aminomethane], 150 mmol/l of NaCl, 0.1% BSA (bovine serum albumin), pH=8.3) for 10 minutes. Pure DMSO was used as control. The chromogenic substrate (150 umol 11 of Pefachrome FXa from Pentapharm) was then added. After an incubation time of 20 minutes at 25 C., the extinction at 405 nm was determined.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	94505	CHEMBL3638623			2014								
CHEMBL3671225	2004234	CHEMBL3671225	2004234		BDBM7634	520.42	2.83	105.25	1	Clc1ccc(s1)C(=O)NC[C@H]2CN(C(=O)O2)c3ccc(c(Cl)c3)S(=O)(=O)N4CCOCC4	17601300	IC50	=	2000	nM	5.7	IC50	=	2000	nM	14587		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528698	CHEMBL3705525	B	Enzyme Inhibition Assay: The enzymatic activity of human factor Xa (FXa) was measured using the conversion of a chromogenic substrate specific for FXa. Factor Xa cleaves p-nitroaniline from the chromogenic substrate. The determinations were carried out in microtitre plates as follows.The test substances, in various concentrations, were dissolved in DMSO and incubated at 25 C. with human FXa (0.5 nmol/l dissolved in 50 mmol/l of tris buffer [C,C,C-tris(hydroxymethyl)-aminomethane], 150 mmol/l of NaCl, 0.1% BSA (bovine serum albumin), pH=8.3) for 10 minutes. Pure DMSO was used as control. The chromogenic substrate (150 umol 11 of Pefachrome FXa from Pentapharm) was then added. After an incubation time of 20 minutes at 25 C., the extinction at 405 nm was determined.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	94505	CHEMBL3638623			2014								
CHEMBL3671226	2004235	CHEMBL3671226	2004235		BDBM7638	490.39	3.2	96.02	0	Clc1ccc(s1)C(=O)NC[C@H]2CN(C(=O)O2)c3ccc(c(Cl)c3)S(=O)(=O)N4CCC4	17601301	IC50	=	840	nM	6.08	IC50	=	840	nM	14588		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528698	CHEMBL3705525	B	Enzyme Inhibition Assay: The enzymatic activity of human factor Xa (FXa) was measured using the conversion of a chromogenic substrate specific for FXa. Factor Xa cleaves p-nitroaniline from the chromogenic substrate. The determinations were carried out in microtitre plates as follows.The test substances, in various concentrations, were dissolved in DMSO and incubated at 25 C. with human FXa (0.5 nmol/l dissolved in 50 mmol/l of tris buffer [C,C,C-tris(hydroxymethyl)-aminomethane], 150 mmol/l of NaCl, 0.1% BSA (bovine serum albumin), pH=8.3) for 10 minutes. Pure DMSO was used as control. The chromogenic substrate (150 umol 11 of Pefachrome FXa from Pentapharm) was then added. After an incubation time of 20 minutes at 25 C., the extinction at 405 nm was determined.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	94505	CHEMBL3638623			2014								
CHEMBL3671232	2004241	CHEMBL3671232	2004241		BDBM7845	433.92	3.67	78.95	0	CC(=O)N(C1CC1)c2ccc(cc2)N3CC(CNC(=O)c4ccc(Cl)s4)OC3=O	15810641	IC50	=	50	nM	7.3	IC50	=	50	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528698	CHEMBL3705525	B	Enzyme Inhibition Assay: The enzymatic activity of human factor Xa (FXa) was measured using the conversion of a chromogenic substrate specific for FXa. Factor Xa cleaves p-nitroaniline from the chromogenic substrate. The determinations were carried out in microtitre plates as follows.The test substances, in various concentrations, were dissolved in DMSO and incubated at 25 C. with human FXa (0.5 nmol/l dissolved in 50 mmol/l of tris buffer [C,C,C-tris(hydroxymethyl)-aminomethane], 150 mmol/l of NaCl, 0.1% BSA (bovine serum albumin), pH=8.3) for 10 minutes. Pure DMSO was used as control. The chromogenic substrate (150 umol 11 of Pefachrome FXa from Pentapharm) was then added. After an incubation time of 20 minutes at 25 C., the extinction at 405 nm was determined.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	94505	CHEMBL3638623			2014								
CHEMBL3671233	2004242	CHEMBL3671233	2004242		BDBM7846	471.96	2.86	78.95	0	[O-][S+]1CCN(CC1)c2ccc(cc2F)N3C[C@H](CNC(=O)c4ccc(Cl)s4)OC3=O	17601312	IC50	=	1100	nM	5.96	IC50	=	1100	nM	14615		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528698	CHEMBL3705525	B	Enzyme Inhibition Assay: The enzymatic activity of human factor Xa (FXa) was measured using the conversion of a chromogenic substrate specific for FXa. Factor Xa cleaves p-nitroaniline from the chromogenic substrate. The determinations were carried out in microtitre plates as follows.The test substances, in various concentrations, were dissolved in DMSO and incubated at 25 C. with human FXa (0.5 nmol/l dissolved in 50 mmol/l of tris buffer [C,C,C-tris(hydroxymethyl)-aminomethane], 150 mmol/l of NaCl, 0.1% BSA (bovine serum albumin), pH=8.3) for 10 minutes. Pure DMSO was used as control. The chromogenic substrate (150 umol 11 of Pefachrome FXa from Pentapharm) was then added. After an incubation time of 20 minutes at 25 C., the extinction at 405 nm was determined.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	94505	CHEMBL3638623			2014								
CHEMBL3671244	2004253	CHEMBL3671244	2004253		BDBM8017	488.95	3.69	113.77	0	Cc1onc(C)c1C(=O)NCC2CN(C(=O)O2)c3ccc(CNC(=O)c4ccc(Cl)s4)cc3	17601323	IC50	=	460	nM	6.34	IC50	=	460	nM	15675		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528698	CHEMBL3705525	B	Enzyme Inhibition Assay: The enzymatic activity of human factor Xa (FXa) was measured using the conversion of a chromogenic substrate specific for FXa. Factor Xa cleaves p-nitroaniline from the chromogenic substrate. The determinations were carried out in microtitre plates as follows.The test substances, in various concentrations, were dissolved in DMSO and incubated at 25 C. with human FXa (0.5 nmol/l dissolved in 50 mmol/l of tris buffer [C,C,C-tris(hydroxymethyl)-aminomethane], 150 mmol/l of NaCl, 0.1% BSA (bovine serum albumin), pH=8.3) for 10 minutes. Pure DMSO was used as control. The chromogenic substrate (150 umol 11 of Pefachrome FXa from Pentapharm) was then added. After an incubation time of 20 minutes at 25 C., the extinction at 405 nm was determined.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	94505	CHEMBL3638623			2014								
CHEMBL3671245	2004254	CHEMBL3671245	2004254		BDBM8245	492.41	3.53	104.81	0	ClCCCS(=O)(=O)Nc1ccc(cc1)N2CC(CNC(=O)c3ccc(Cl)s3)OC2=O	15810654	IC50	=	1700	nM	5.77	IC50	=	1700	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528698	CHEMBL3705525	B	Enzyme Inhibition Assay: The enzymatic activity of human factor Xa (FXa) was measured using the conversion of a chromogenic substrate specific for FXa. Factor Xa cleaves p-nitroaniline from the chromogenic substrate. The determinations were carried out in microtitre plates as follows.The test substances, in various concentrations, were dissolved in DMSO and incubated at 25 C. with human FXa (0.5 nmol/l dissolved in 50 mmol/l of tris buffer [C,C,C-tris(hydroxymethyl)-aminomethane], 150 mmol/l of NaCl, 0.1% BSA (bovine serum albumin), pH=8.3) for 10 minutes. Pure DMSO was used as control. The chromogenic substrate (150 umol 11 of Pefachrome FXa from Pentapharm) was then added. After an incubation time of 20 minutes at 25 C., the extinction at 405 nm was determined.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	94505	CHEMBL3638623			2014								
CHEMBL3671245	2004254	CHEMBL3671245	2004254		BDBM8245	492.41	3.53	104.81	0	ClCCCS(=O)(=O)Nc1ccc(cc1)N2CC(CNC(=O)c3ccc(Cl)s3)OC2=O	17601324	IC50	=	1700	nM	5.77	IC50	=	1700	nM	15683		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528698	CHEMBL3705525	B	Enzyme Inhibition Assay: The enzymatic activity of human factor Xa (FXa) was measured using the conversion of a chromogenic substrate specific for FXa. Factor Xa cleaves p-nitroaniline from the chromogenic substrate. The determinations were carried out in microtitre plates as follows.The test substances, in various concentrations, were dissolved in DMSO and incubated at 25 C. with human FXa (0.5 nmol/l dissolved in 50 mmol/l of tris buffer [C,C,C-tris(hydroxymethyl)-aminomethane], 150 mmol/l of NaCl, 0.1% BSA (bovine serum albumin), pH=8.3) for 10 minutes. Pure DMSO was used as control. The chromogenic substrate (150 umol 11 of Pefachrome FXa from Pentapharm) was then added. After an incubation time of 20 minutes at 25 C., the extinction at 405 nm was determined.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	194	CHEMBL244	SINGLE PROTEIN	P00742	Coagulation factor X	Homo sapiens	9	Protein	Trypsin	high	94505	CHEMBL3638623			2014								
