CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL533	12608	CHEMBL533	12608	IBUTILIDE	Ibutilide	384.59	4.16	69.64	0	CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1	1523559	IC50	=	10	nM	8	pIC50	=	8				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL4	146	CHEMBL4	146	OFLOXACIN	Ofloxacin	361.37	1.54	75.01	0	CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O	1523958	IC50	=	1412537.54	nM		pIC50	=	2.85			Outside typical range	1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL96153	153104	CHEMBL96153	153104	TERIKALANT	Terikalant	381.52	4.84	30.93	0	COc1ccc(cc1OC)C2CCN(CC[C@H]3CCOc4ccccc34)CC2	1523673	IC50	=	251.19	nM	6.6	pIC50	=	6.6				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL364512	326211	CHEMBL364512	326211	RISPERIDON	Risperidon	412.51	2.92	59.39	0	CC1=C(CCN2CCC(CC2)C3NOc4cc(F)ccc34)C(=O)N5CCCCC5=N1	1523572	IC50	=	151.36	nM	6.82	pIC50	=	6.82				0	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL652	27588	CHEMBL652	27588	FLECAINIDE	Flecainide	414.35	3.44	59.59	0	FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2	1523703	IC50	=	3890.45	nM	5.41	pIC50	=	5.41				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL633	27185	CHEMBL633	27185	AMIODARONE	Amiodarone	645.32	6.94	42.68	2	CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3	1523710	IC50	=	10000	nM	5	pIC50	=	5				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL31	1712	CHEMBL31	1712	GATIFLOXACIN	Gatifloxacin	375.4	1.98	83.8	0	COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O	1523948	IC50	=	128824.96	nM		pIC50	=	3.89			Outside typical range	1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL583	17136	CHEMBL583	17136	GREPAFLOXACIN	Grepafloxacin	359.4	2.28	74.57	0	CC1CN(CCN1)c2cc3N(C=C(C(=O)O)C(=O)c3c(C)c2F)C4CC4	1523840	IC50	=	50118.72	nM	4.3	pIC50	=	4.3				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL1000	111185	CHEMBL1000	111185	CETIRIZINE	cetirizine	388.9	3.15	53.01	0	OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3	1523839	IC50	=	30199.52	nM	4.52	pIC50	=	4.52				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL485	6167	CHEMBL485	6167	CODEINE	codeine	299.37	1.5	41.93	0	COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C	1523951	IC50	=	301995.17	nM		pIC50	=	3.52			Outside typical range	0	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL640	27341	CHEMBL640	27341	PROCAINAMIDE	Procainamide	235.33	1.34	58.36	0	CCN(CC)CCNC(=O)c1ccc(N)cc1	1523949	IC50	=	138038.43	nM		pIC50	=	3.86			Outside typical range	1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL1110	153342	CHEMBL1110	153342	ALOSETRON	Alosetron	294.36	2.41	53.92	0	Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C	1523696	IC50	=	3235.94	nM	5.49	pIC50	=	5.49				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL517	11143	CHEMBL517	11143	DISOPYRAMIDE	Disopyramide	339.48	3.36	59.22	0	CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C	1523945	IC50	=	91201.08	nM	4.04	pIC50	=	4.04				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL479	5970	CHEMBL479	5970	THIORIDAZINE	Thioridazine	370.59	5.89	6.48	1	CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1	1523670	IC50	=	190.55	nM	6.72	pIC50	=	6.72				0	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL723	36662	CHEMBL723	36662	CARVEDILOL	Carvedilol	406.48	3.74	75.74	0	COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23	1523712	IC50	=	10471.29	nM	4.98	pIC50	=	4.98				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL715	34197	CHEMBL715	34197	OLANZAPINE	Olanzapine	312.44	3.44	30.87	0	CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24	1523669	IC50	=	181.97	nM	6.74	pIC50	=	6.74				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL92870	150806	CHEMBL92870	150806	LIDOFLAZINE	Lidoflazine	491.63	5.75	35.58	1	Cc1cccc(C)c1NC(=O)CN2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2	1523560	IC50	=	15.85	nM	7.8	pIC50	=	7.8				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL295698	72036	CHEMBL295698	72036	LEVOKETOCONAZOLE	Ketoconazole	531.44	4.21	69.06	1	CC(=O)N1CCN(CC1)c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2	1523693	IC50	=	1905.46	nM	5.72	pIC50	=	5.72				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL1294	255477	CHEMBL1294	255477	QUINIDINE	Quinidine	324.42	3.17	45.59	0	COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1	1523674	IC50	=	323.59	nM	6.49	pIC50	=	6.49				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL1107	152728	CHEMBL1107	152728	HALOFANTRINE	Halofantrine	500.43	8.64	23.47	2	CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c3cc(ccc13)C(F)(F)F	1523672	IC50	=	199.53	nM	6.7	pIC50	=	6.7				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL2368925	1543376	CHEMBL2368925	1543376	DOLASETRON	Dolasetron	324.38	2.52	62.4	0	O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c4c[nH]c5ccccc45	1523834	IC50	=	12022.64	nM	4.92	pIC50	=	4.92				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL54	3859	CHEMBL54	3859	HALOPERIDOL	Haloperidol	375.87	4.43	40.54	0	OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3	1523563	IC50	=	30.2	nM	7.52	pIC50	=	7.52				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL45816	72035	CHEMBL45816	72035	MIBEFRADIL	Mibefradil	495.64	5.27	67.45	1	COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C	1523686	IC50	=	1445.44	nM	5.84	pIC50	=	5.84				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL289469	54547	CHEMBL289469	54547	GRANISETRON	Granisetron	312.42	2.32	50.16	0	CN1C2CCCC1CC(C2)NC(=O)c3nn(C)c4ccccc34	1523699	IC50	=	3715.35	nM	5.43	pIC50	=	5.43				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL46	3183	CHEMBL46	3183	ONDANSETRON	Ondansetron	293.37	3.13	39.82	0	Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C	1523683	IC50	=	812.83	nM	6.09	pIC50	=	6.09				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL370805	333370	CHEMBL370805	333370	COCAINE	cocaine	303.36	1.87	55.84	0	COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3	1523706	IC50	=	7244.36	nM	5.14	pIC50	=	5.14				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL33	1795	CHEMBL33	1795	LEVOFLOXACIN	Levofloxacin	361.37	1.54	75.01	0	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O	1523952	IC50	=	912010.84	nM		pIC50	=	3.04			Outside typical range	1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL651	27576	CHEMBL651	27576	METHADONE	Methadone	309.45	4.29	20.31	0	CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2	1523708	IC50	=	9772.37	nM	5.01	pIC50	=	5.01				0	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL1108	152751	CHEMBL1108	152751	DROPERIDOL	Droperidol	379.44	3.68	58.1	0	Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34	1523564	IC50	=	32.36	nM	7.49	pIC50	=	7.49				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL1729	557741	CHEMBL1729	557741	CISAPRIDE	cisapride	465.95	3.36	86.05	0	COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC	1523565	IC50	=	39.81	nM	7.4	pIC50	=	7.4				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL1741	570147	CHEMBL1741	570147	CLARITHROMYCIN	clarithromycin	747.96	2.44	182.91	2	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC	1523843	IC50	=	58884.37	nM	4.23	pIC50	=	4.23				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL3	115	CHEMBL3	115	NICOTINE	Nicotine	162.24	1.85	16.13	0	CN1CCC[C@H]1c2cccnc2	1523950	IC50	=	245470.89	nM		pIC50	=	3.61			Outside typical range	1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
CHEMBL416956	51162	CHEMBL416956	51162	MEFLOQUINE	Mefloquine	378.32	4.45	45.15	0	OC(C1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F	1523705	IC50	=	5623.41	nM	5.25	pIC50	=	5.25				1	BAO_0000199			307245	CHEMBL829152	B	Inhibitory concentration against potassium channel HERG	1	Scientific Literature				Expert	BAO_0000357	165	CHEMBL240	SINGLE PROTEIN	Q12809	HERG	Homo sapiens	8	Homologous protein			20472	CHEMBL1139598	15911273	Bioorg. Med. Chem. Lett.	2005	15	11	2886					
